1	1	1	1	1	21	21	21	21	21	41	41	41	41	41	61	61	61	61	61	81	81	81	81	81	101	101	101	101	101	121	121	121	121	121	141	141	141	141	141	161	161	161	161	161	181	181	181	181	181	201	201	201	201	201	221	221	221	221	221	241	241	241	241	241	261	261	261	261	261	281	281	281	281	281	301	301	301	301	301	321	321	321	321	321	341	341	341	341	341	361	361	361	361	361	381	381	381	381	381
1	1	1	1	1	21	21	21	21	21	41	41	41	41	41	61	61	61	61	61	81	81	81	81	81	101	101	101	101	101	121	121	121	121	121	141	141	141	141	141	161	161	161	161	161	181	181	181	181	181	201	201	201	201	201	221	221	221	221	221	241	241	241	241	241	261	261	261	261	261	281	281	281	281	281	301	301	301	301	301	321	321	321	321	321	341	341	341	341	341	361	361	361	361	361	381	381	381	381	381
1	1	1	1	1	21	21	21	21	21	41	41	41	41	41	61	61	61	61	61	81	81	81	81	81	101	101	101	101	101	121	121	121	121	121	141	141	141	141	141	161	161	161	161	161	181	181	181	181	181	201	201	201	201	201	221	221	221	221	221	241	241	241	241	241	261	261	261	261	261	281	281	281	281	281	301	301	301	301	301	321	321	321	321	321	341	341	341	341	341	361	361	361	361	361	381	381	381	381	381
1	1	1	1	1	21	21	21	21	21	41	41	41	41	41	61	61	61	61	61	81	81	81	81	81	101	101	101	101	101	121	121	121	121	121	141	141	141	141	141	161	161	161	161	161	181	181	181	181	181	201	201	201	201	201	221	221	221	221	221	241	241	241	241	241	261	261	261	261	261	281	281	281	281	281	301	301	301	301	301	321	321	321	321	321	341	341	341	341	341	361	361	361	361	361	381	381	381	381	381
1	1	1	1	1	21	21	21	21	21	41	41	41	41	41	61	61	61	61	61	81	81	81	81	81	101	101	101	101	101	121	121	121	121	121	141	141	141	141	141	161	161	161	161	161	181	181	181	181	181	201	201	201	201	201	221	221	221	221	221	241	241	241	241	241	261	261	261	261	261	281	281	281	281	281	301	301	301	301	301	321	321	321	321	321	341	341	341	341	341	361	361	361	361	361	381	381	381	381	381
2	2	2	2	2	22	22	22	22	22	42	42	42	42	42	62	62	62	62	62	82	82	82	82	82	102	102	102	102	102	122	122	122	122	122	142	142	142	142	142	162	162	162	162	162	182	182	182	182	182	202	202	202	202	202	222	222	222	222	222	242	242	242	242	242	262	262	262	262	262	282	282	282	282	282	302	302	302	302	302	322	322	322	322	322	342	342	342	342	342	362	362	362	362	362	382	382	382	382	382
2	2	2	2	2	22	22	22	22	22	42	42	42	42	42	62	62	62	62	62	82	82	82	82	82	102	102	102	102	102	122	122	122	122	122	142	142	142	142	142	162	162	162	162	162	182	182	182	182	182	202	202	202	202	202	222	222	222	222	222	242	242	242	242	242	262	262	262	262	262	282	282	282	282	282	302	302	302	302	302	322	322	322	322	322	342	342	342	342	342	362	362	362	362	362	382	382	382	382	382
2	2	2	2	2	22	22	22	22	22	42	42	42	42	42	62	62	62	62	62	82	82	82	82	82	102	102	102	102	102	122	122	122	122	122	142	142	142	142	142	162	162	162	162	162	182	182	182	182	182	202	202	202	202	202	222	222	222	222	222	242	242	242	242	242	262	262	262	262	262	282	282	282	282	282	302	302	302	302	302	322	322	322	322	322	342	342	342	342	342	362	362	362	362	362	382	382	382	382	382
2	2	2	2	2	22	22	22	22	22	42	42	42	42	42	62	62	62	62	62	82	82	82	82	82	102	102	102	102	102	122	122	122	122	122	142	142	142	142	142	162	162	162	162	162	182	182	182	182	182	202	202	202	202	202	222	222	222	222	222	242	242	242	242	242	262	262	262	262	262	282	282	282	282	282	302	302	302	302	302	322	322	322	322	322	342	342	342	342	342	362	362	362	362	362	382	382	382	382	382
2	2	2	2	2	22	22	22	22	22	42	42	42	42	42	62	62	62	62	62	82	82	82	82	82	102	102	102	102	102	122	122	122	122	122	142	142	142	142	142	162	162	162	162	162	182	182	182	182	182	202	202	202	202	202	222	222	222	222	222	242	242	242	242	242	262	262	262	262	262	282	282	282	282	282	302	302	302	302	302	322	322	322	322	322	342	342	342	342	342	362	362	362	362	362	382	382	382	382	382
