1	1	1	1	1	1	1	1	1	1	11	11	11	11	11	11	11	11	11	11	21	21	21	21	21	21	21	21	21	21	31	31	31	31	31	31	31	31	31	31	41	41	41	41	41	41	41	41	41	41	51	51	51	51	51	51	51	51	51	51	61	61	61	61	61	61	61	61	61	61	71	71	71	71	71	71	71	71	71	71	81	81	81	81	81	81	81	81	81	81	91	91	91	91	91	91	91	91	91	91
1	1	1	1	1	1	1	1	1	1	11	11	11	11	11	11	11	11	11	11	21	21	21	21	21	21	21	21	21	21	31	31	31	31	31	31	31	31	31	31	41	41	41	41	41	41	41	41	41	41	51	51	51	51	51	51	51	51	51	51	61	61	61	61	61	61	61	61	61	61	71	71	71	71	71	71	71	71	71	71	81	81	81	81	81	81	81	81	81	81	91	91	91	91	91	91	91	91	91	91
1	1	1	1	1	1	1	1	1	1	11	11	11	11	11	11	11	11	11	11	21	21	21	21	21	21	21	21	21	21	31	31	31	31	31	31	31	31	31	31	41	41	41	41	41	41	41	41	41	41	51	51	51	51	51	51	51	51	51	51	61	61	61	61	61	61	61	61	61	61	71	71	71	71	71	71	71	71	71	71	81	81	81	81	81	81	81	81	81	81	91	91	91	91	91	91	91	91	91	91
1	1	1	1	1	1	1	1	1	1	11	11	11	11	11	11	11	11	11	11	21	21	21	21	21	21	21	21	21	21	31	31	31	31	31	31	31	31	31	31	41	41	41	41	41	41	41	41	41	41	51	51	51	51	51	51	51	51	51	51	61	61	61	61	61	61	61	61	61	61	71	71	71	71	71	71	71	71	71	71	81	81	81	81	81	81	81	81	81	81	91	91	91	91	91	91	91	91	91	91
1	1	1	1	1	1	1	1	1	1	11	11	11	11	11	11	11	11	11	11	21	21	21	21	21	21	21	21	21	21	31	31	31	31	31	31	31	31	31	31	41	41	41	41	41	41	41	41	41	41	51	51	51	51	51	51	51	51	51	51	61	61	61	61	61	61	61	61	61	61	71	71	71	71	71	71	71	71	71	71	81	81	81	81	81	81	81	81	81	81	91	91	91	91	91	91	91	91	91	91
1	1	1	1	1	1	1	1	1	1	11	11	11	11	11	11	11	11	11	11	21	21	21	21	21	21	21	21	21	21	31	31	31	31	31	31	31	31	31	31	41	41	41	41	41	41	41	41	41	41	51	51	51	51	51	51	51	51	51	51	61	61	61	61	61	61	61	61	61	61	71	71	71	71	71	71	71	71	71	71	81	81	81	81	81	81	81	81	81	81	91	91	91	91	91	91	91	91	91	91
1	1	1	1	1	1	1	1	1	1	11	11	11	11	11	11	11	11	11	11	21	21	21	21	21	21	21	21	21	21	31	31	31	31	31	31	31	31	31	31	41	41	41	41	41	41	41	41	41	41	51	51	51	51	51	51	51	51	51	51	61	61	61	61	61	61	61	61	61	61	71	71	71	71	71	71	71	71	71	71	81	81	81	81	81	81	81	81	81	81	91	91	91	91	91	91	91	91	91	91
1	1	1	1	1	1	1	1	1	1	11	11	11	11	11	11	11	11	11	11	21	21	21	21	21	21	21	21	21	21	31	31	31	31	31	31	31	31	31	31	41	41	41	41	41	41	41	41	41	41	51	51	51	51	51	51	51	51	51	51	61	61	61	61	61	61	61	61	61	61	71	71	71	71	71	71	71	71	71	71	81	81	81	81	81	81	81	81	81	81	91	91	91	91	91	91	91	91	91	91
1	1	1	1	1	1	1	1	1	1	11	11	11	11	11	11	11	11	11	11	21	21	21	21	21	21	21	21	21	21	31	31	31	31	31	31	31	31	31	31	41	41	41	41	41	41	41	41	41	41	51	51	51	51	51	51	51	51	51	51	61	61	61	61	61	61	61	61	61	61	71	71	71	71	71	71	71	71	71	71	81	81	81	81	81	81	81	81	81	81	91	91	91	91	91	91	91	91	91	91
1	1	1	1	1	1	1	1	1	1	11	11	11	11	11	11	11	11	11	11	21	21	21	21	21	21	21	21	21	21	31	31	31	31	31	31	31	31	31	31	41	41	41	41	41	41	41	41	41	41	51	51	51	51	51	51	51	51	51	51	61	61	61	61	61	61	61	61	61	61	71	71	71	71	71	71	71	71	71	71	81	81	81	81	81	81	81	81	81	81	91	91	91	91	91	91	91	91	91	91
